step,time,z_num,vz_num,z_exact,vz_exact,error_z
200,2.0000000000e-01,4.8008471900e+00,-1.9718100000e+00,4.8038000000e+00,-1.9620000000e+00,2.9528100000e-03
201,2.0100000000e-01,4.7988655700e+00,-1.9816200000e+00,4.8018330950e+00,-1.9718100000e+00,2.9675250000e-03
202,2.0200000000e-01,4.7968741400e+00,-1.9914300000e+00,4.7998563800e+00,-1.9816200000e+00,2.9822400000e-03
203,2.0300000000e-01,4.7948729000e+00,-2.0012400000e+00,4.7978698550e+00,-1.9914300000e+00,2.9969550000e-03
204,2.0400000000e-01,4.7928618500e+00,-2.0110500000e+00,4.7958735200e+00,-2.0012400000e+00,3.0116700000e-03
205,2.0500000000e-01,4.7908409900e+00,-2.0208600000e+00,4.7938673750e+00,-2.0110500000e+00,3.0263850000e-03
206,2.0600000000e-01,4.7888103200e+00,-2.0306700000e+00,4.7918514200e+00,-2.0208600000e+00,3.0411000000e-03
207,2.0700000000e-01,4.7867698400e+00,-2.0404800000e+00,4.7898256550e+00,-2.0306700000e+00,3.0558150000e-03
208,2.0800000000e-01,4.7847195500e+00,-2.0502900000e+00,4.7877900800e+00,-2.0404800000e+00,3.0705300000e-03
209,2.0900000000e-01,4.7826594500e+00,-2.0601000000e+00,4.7857446950e+00,-2.0502900000e+00,3.0852450000e-03
210,2.1000000000e-01,4.7805895400e+00,-2.0699100000e+00,4.7836895000e+00,-2.0601000000e+00,3.0999600000e-03
211,2.1100000000e-01,4.7785098200e+00,-2.0797200000e+00,4.7816244950e+00,-2.0699100000e+00,3.1146750000e-03
212,2.1200000000e-01,4.7764202900e+00,-2.0895300000e+00,4.7795496800e+00,-2.0797200000e+00,3.1293900000e-03
213,2.1300000000e-01,4.7743209500e+00,-2.0993400000e+00,4.7774650550e+00,-2.0895300000e+00,3.1441050000e-03
214,2.1400000000e-01,4.7722118000e+00,-2.1091500000e+00,4.7753706200e+00,-2.0993400000e+00,3.1588200000e-03
215,2.1500000000e-01,4.7700928400e+00,-2.1189600000e+00,4.7732663750e+00,-2.1091500000e+00,3.1735350000e-03
216,2.1600000000e-01,4.7679640700e+00,-2.1287700000e+00,4.7711523200e+00,-2.1189600000e+00,3.1882500000e-03
217,2.1700000000e-01,4.7658254900e+00,-2.1385800000e+00,4.7690284550e+00,-2.1287700000e+00,3.2029650000e-03
218,2.1800000000e-01,4.7636771000e+00,-2.1483900000e+00,4.7668947800e+00,-2.1385800000e+00,3.2176800000e-03
219,2.1900000000e-01,4.7615189000e+00,-2.1582000000e+00,4.7647512950e+00,-2.1483900000e+00,3.2323950000e-03
220,2.2000000000e-01,4.7593508900e+00,-2.1680100000e+00,4.7625980000e+00,-2.1582000000e+00,3.2471100000e-03
221,2.2100000000e-01,4.7571730700e+00,-2.1778200000e+00,4.7604348950e+00,-2.1680100000e+00,3.2618250000e-03
222,2.2200000000e-01,4.7549854400e+00,-2.1876300000e+00,4.7582619800e+00,-2.1778200000e+00,3.2765400000e-03
223,2.2300000000e-01,4.7527880000e+00,-2.1974400000e+00,4.7560792550e+00,-2.1876300000e+00,3.2912550000e-03
224,2.2400000000e-01,4.7505807500e+00,-2.2072500000e+00,4.7538867200e+00,-2.1974400000e+00,3.3059700000e-03
225,2.2500000000e-01,4.7483636900e+00,-2.2170600000e+00,4.7516843750e+00,-2.2072500000e+00,3.3206850000e-03
226,2.2600000000e-01,4.7461368200e+00,-2.2268700000e+00,4.7494722200e+00,-2.2170600000e+00,3.3354000000e-03
227,2.2700000000e-01,4.7439001400e+00,-2.2366800000e+00,4.7472502550e+00,-2.2268700000e+00,3.3501150000e-03
228,2.2800000000e-01,4.7416536500e+00,-2.2464900000e+00,4.7450184800e+00,-2.2366800000e+00,3.3648300000e-03
229,2.2900000000e-01,4.7393973500e+00,-2.2563000000e+00,4.7427768950e+00,-2.2464900000e+00,3.3795450000e-03
230,2.3000000000e-01,4.7371312400e+00,-2.2661100000e+00,4.7405255000e+00,-2.2563000000e+00,3.3942600000e-03
231,2.3100000000e-01,4.7348553200e+00,-2.2759200000e+00,4.7382642950e+00,-2.2661100000e+00,3.4089750000e-03
232,2.3200000000e-01,4.7325695900e+00,-2.2857300000e+00,4.7359932800e+00,-2.2759200000e+00,3.4236900000e-03
233,2.3300000000e-01,4.7302740500e+00,-2.2955400000e+00,4.7337124550e+00,-2.2857300000e+00,3.4384050000e-03
234,2.3400000000e-01,4.7279687000e+00,-2.3053500000e+00,4.7314218200e+00,-2.2955400000e+00,3.4531200000e-03
235,2.3500000000e-01,4.7256535400e+00,-2.3151600000e+00,4.7291213750e+00,-2.3053500000e+00,3.4678350000e-03
236,2.3600000000e-01,4.7233285700e+00,-2.3249700000e+00,4.7268111200e+00,-2.3151600000e+00,3.4825500000e-03
237,2.3700000000e-01,4.7209937900e+00,-2.3347800000e+00,4.7244910550e+00,-2.3249700000e+00,3.4972650000e-03
238,2.3800000000e-01,4.7186492000e+00,-2.3445900000e+00,4.7221611800e+00,-2.3347800000e+00,3.5119800000e-03
239,2.3900000000e-01,4.7162948000e+00,-2.3544000000e+00,4.7198214950e+00,-2.3445900000e+00,3.5266950000e-03
240,2.4000000000e-01,4.7139305900e+00,-2.3642100000e+00,4.7174720000e+00,-2.3544000000e+00,3.5414100000e-03
241,2.4100000000e-01,4.7115565700e+00,-2.3740200000e+00,4.7151126950e+00,-2.3642100000e+00,3.5561250000e-03
242,2.4200000000e-01,4.7091727400e+00,-2.3838300000e+00,4.7127435800e+00,-2.3740200000e+00,3.5708400000e-03
243,2.4300000000e-01,4.7067791000e+00,-2.3936400000e+00,4.7103646550e+00,-2.3838300000e+00,3.5855550000e-03
244,2.4400000000e-01,4.7043756500e+00,-2.4034500000e+00,4.7079759200e+00,-2.3936400000e+00,3.6002700000e-03
245,2.4500000000e-01,4.7019623900e+00,-2.4132600000e+00,4.7055773750e+00,-2.4034500000e+00,3.6149850000e-03
246,2.4600000000e-01,4.6995393200e+00,-2.4230700000e+00,4.7031690200e+00,-2.4132600000e+00,3.6297000000e-03
247,2.4700000000e-01,4.6971064400e+00,-2.4328800000e+00,4.7007508550e+00,-2.4230700000e+00,3.6444150000e-03
248,2.4800000000e-01,4.6946637500e+00,-2.4426900000e+00,4.6983228800e+00,-2.4328800000e+00,3.6591300000e-03
249,2.4900000000e-01,4.6922112500e+00,-2.4525000000e+00,4.6958850950e+00,-2.4426900000e+00,3.6738450000e-03
250,2.5000000000e-01,4.6897489400e+00,-2.4623100000e+00,4.6934375000e+00,-2.4525000000e+00,3.6885600000e-03
251,2.5100000000e-01,4.6872768200e+00,-2.4721200000e+00,4.6909800950e+00,-2.4623100000e+00,3.7032750000e-03
252,2.5200000000e-01,4.6847948900e+00,-2.4819300000e+00,4.6885128800e+00,-2.4721200000e+00,3.7179900000e-03
253,2.5300000000e-01,4.6823031500e+00,-2.4917400000e+00,4.6860358550e+00,-2.4819300000e+00,3.7327050000e-03
254,2.5400000000e-01,4.6798016000e+00,-2.5015500000e+00,4.6835490200e+00,-2.4917400000e+00,3.7474200000e-03
255,2.5500000000e-01,4.6772902400e+00,-2.5113600000e+00,4.6810523750e+00,-2.5015500000e+00,3.7621350000e-03
256,2.5600000000e-01,4.6747690700e+00,-2.5211700000e+00,4.6785459200e+00,-2.5113600000e+00,3.7768500000e-03
257,2.5700000000e-01,4.6722380900e+00,-2.5309800000e+00,4.6760296550e+00,-2.5211700000e+00,3.7915650000e-03
258,2.5800000000e-01,4.6696973000e+00,-2.5407900000e+00,4.6735035800e+00,-2.5309800000e+00,3.8062800000e-03
259,2.5900000000e-01,4.6671467000e+00,-2.5506000000e+00,4.6709676950e+00,-2.5407900000e+00,3.8209950000e-03
260,2.6000000000e-01,4.6645862900e+00,-2.5604100000e+00,4.6684220000e+00,-2.5506000000e+00,3.8357100000e-03
261,2.6100000000e-01,4.6620160700e+00,-2.5702200000e+00,4.6658664950e+00,-2.5604100000e+00,3.8504250000e-03
262,2.6200000000e-01,4.6594360400e+00,-2.5800300000e+00,4.6633011800e+00,-2.5702200000e+00,3.8651400000e-03
263,2.6300000000e-01,4.6568462000e+00,-2.5898400000e+00,4.6607260550e+00,-2.5800300000e+00,3.8798550000e-03
264,2.6400000000e-01,4.6542465500e+00,-2.5996500000e+00,4.6581411200e+00,-2.5898400000e+00,3.8945700000e-03
265,2.6500000000e-01,4.6516370900e+00,-2.6094600000e+00,4.6555463750e+00,-2.5996500000e+00,3.9092850000e-03
266,2.6600000000e-01,4.6490178200e+00,-2.6192700000e+00,4.6529418200e+00,-2.6094600000e+00,3.9240000000e-03
267,2.6700000000e-01,4.6463887400e+00,-2.6290800000e+00,4.6503274550e+00,-2.6192700000e+00,3.9387150000e-03
268,2.6800000000e-01,4.6437498500e+00,-2.6388900000e+00,4.6477032800e+00,-2.6290800000e+00,3.9534300000e-03
269,2.6900000000e-01,4.6411011500e+00,-2.6487000000e+00,4.6450692950e+00,-2.6388900000e+00,3.9681450000e-03
270,2.7000000000e-01,4.6384426400e+00,-2.6585100000e+00,4.6424255000e+00,-2.6487000000e+00,3.9828600000e-03
271,2.7100000000e-01,4.6357743200e+00,-2.6683200000e+00,4.6397718950e+00,-2.6585100000e+00,3.9975750000e-03
272,2.7200000000e-01,4.6330961900e+00,-2.6781300000e+00,4.6371084800e+00,-2.6683200000e+00,4.0122900000e-03
273,2.7300000000e-01,4.6304082500e+00,-2.6879400000e+00,4.6344352550e+00,-2.6781300000e+00,4.0270050000e-03
274,2.7400000000e-01,4.6277105000e+00,-2.6977500000e+00,4.6317522200e+00,-2.6879400000e+00,4.0417200000e-03
275,2.7500000000e-01,4.6250029400e+00,-2.7075600000e+00,4.6290593750e+00,-2.6977500000e+00,4.0564350000e-03
276,2.7600000000e-01,4.6222855700e+00,-2.7173700000e+00,4.6263567200e+00,-2.7075600000e+00,4.0711500000e-03
277,2.7700000000e-01,4.6195583900e+00,-2.7271800000e+00,4.6236442550e+00,-2.7173700000e+00,4.0858650000e-03
278,2.7800000000e-01,4.6168214000e+00,-2.7369900000e+00,4.6209219800e+00,-2.7271800000e+00,4.1005800000e-03
279,2.7900000000e-01,4.6140746000e+00,-2.7468000000e+00,4.6181898950e+00,-2.7369900000e+00,4.1152950000e-03
280,2.8000000000e-01,4.6113179900e+00,-2.7566100000e+00,4.6154480000e+00,-2.7468000000e+00,4.1300100000e-03
281,2.8100000000e-01,4.6085515700e+00,-2.7664200000e+00,4.6126962950e+00,-2.7566100000e+00,4.1447250000e-03
282,2.8200000000e-01,4.6057753400e+00,-2.7762300000e+00,4.6099347800e+00,-2.7664200000e+00,4.1594400000e-03
283,2.8300000000e-01,4.6029893000e+00,-2.7860400000e+00,4.6071634550e+00,-2.7762300000e+00,4.1741550000e-03
284,2.8400000000e-01,4.6001934500e+00,-2.7958500000e+00,4.6043823200e+00,-2.7860400000e+00,4.1888700000e-03
285,2.8500000000e-01,4.5973877900e+00,-2.8056600000e+00,4.6015913750e+00,-2.7958500000e+00,4.2035850000e-03
286,2.8600000000e-01,4.5945723200e+00,-2.8154700000e+00,4.5987906200e+00,-2.8056600000e+00,4.2183000000e-03
287,2.8700000000e-01,4.5917470400e+00,-2.8252800000e+00,4.5959800550e+00,-2.8154700000e+00,4.2330150000e-03
288,2.8800000000e-01,4.5889119500e+00,-2.8350900000e+00,4.5931596800e+00,-2.8252800000e+00,4.2477300000e-03
289,2.8900000000e-01,4.5860670500e+00,-2.8449000000e+00,4.5903294950e+00,-2.8350900000e+00,4.2624450000e-03
290,2.9000000000e-01,4.5832123400e+00,-2.8547100000e+00,4.5874895000e+00,-2.8449000000e+00,4.2771600000e-03
291,2.9100000000e-01,4.5803478200e+00,-2.8645200000e+00,4.5846396950e+00,-2.8547100000e+00,4.2918750000e-03
292,2.9200000000e-01,4.5774734900e+00,-2.8743300000e+00,4.5817800800e+00,-2.8645200000e+00,4.3065900000e-03
293,2.9300000000e-01,4.5745893500e+00,-2.8841400000e+00,4.5789106550e+00,-2.8743300000e+00,4.3213050000e-03
294,2.9400000000e-01,4.5716954000e+00,-2.8939500000e+00,4.5760314200e+00,-2.8841400000e+00,4.3360200000e-03
295,2.9500000000e-01,4.5687916400e+00,-2.9037600000e+00,4.5731423750e+00,-2.8939500000e+00,4.3507350000e-03
296,2.9600000000e-01,4.5658780700e+00,-2.9135700000e+00,4.5702435200e+00,-2.9037600000e+00,4.3654500000e-03
297,2.9700000000e-01,4.5629546900e+00,-2.9233800000e+00,4.5673348550e+00,-2.9135700000e+00,4.3801650000e-03
298,2.9800000000e-01,4.5600215000e+00,-2.9331900000e+00,4.5644163800e+00,-2.9233800000e+00,4.3948800000e-03
299,2.9900000000e-01,4.5570785000e+00,-2.9430000000e+00,4.5614880950e+00,-2.9331900000e+00,4.4095950000e-03
300,3.0000000000e-01,4.5541256900e+00,-2.9528100000e+00,4.5585500000e+00,-2.9430000000e+00,4.4243100000e-03
301,3.0100000000e-01,4.5511630700e+00,-2.9626200000e+00,4.5556020950e+00,-2.9528100000e+00,4.4390250000e-03
302,3.0200000000e-01,4.5481906400e+00,-2.9724300000e+00,4.5526443800e+00,-2.9626200000e+00,4.4537400000e-03
303,3.0300000000e-01,4.5452084000e+00,-2.9822400000e+00,4.5496768550e+00,-2.9724300000e+00,4.4684550000e-03
304,3.0400000000e-01,4.5422163500e+00,-2.9920500000e+00,4.5466995200e+00,-2.9822400000e+00,4.4831700000e-03
305,3.0500000000e-01,4.5392144900e+00,-3.0018600000e+00,4.5437123750e+00,-2.9920500000e+00,4.4978850000e-03
306,3.0600000000e-01,4.5362028200e+00,-3.0116700000e+00,4.5407154200e+00,-3.0018600000e+00,4.5126000000e-03
307,3.0700000000e-01,4.5331813400e+00,-3.0214800000e+00,4.5377086550e+00,-3.0116700000e+00,4.5273150000e-03
308,3.0800000000e-01,4.5301500500e+00,-3.0312900000e+00,4.5346920800e+00,-3.0214800000e+00,4.5420300000e-03
309,3.0900000000e-01,4.5271089500e+00,-3.0411000000e+00,4.5316656950e+00,-3.0312900000e+00,4.5567450000e-03
310,3.1000000000e-01,4.5240580400e+00,-3.0509100000e+00,4.5286295000e+00,-3.0411000000e+00,4.5714600000e-03
311,3.1100000000e-01,4.5209973200e+00,-3.0607200000e+00,4.5255834950e+00,-3.0509100000e+00,4.5861750000e-03
312,3.1200000000e-01,4.5179267900e+00,-3.0705300000e+00,4.5225276800e+00,-3.0607200000e+00,4.6008900000e-03
313,3.1300000000e-01,4.5148464500e+00,-3.0803400000e+00,4.5194620550e+00,-3.0705300000e+00,4.6156050000e-03
314,3.1400000000e-01,4.5117563000e+00,-3.0901500000e+00,4.5163866200e+00,-3.0803400000e+00,4.6303200000e-03
315,3.1500000000e-01,4.5086563400e+00,-3.0999600000e+00,4.5133013750e+00,-3.0901500000e+00,4.6450350000e-03
316,3.1600000000e-01,4.5055465700e+00,-3.1097700000e+00,4.5102063200e+00,-3.0999600000e+00,4.6597500000e-03
317,3.1700000000e-01,4.5024269900e+00,-3.1195800000e+00,4.5071014550e+00,-3.1097700000e+00,4.6744650000e-03
318,3.1800000000e-01,4.4992976000e+00,-3.1293900000e+00,4.5039867800e+00,-3.1195800000e+00,4.6891800000e-03
319,3.1900000000e-01,4.4961584000e+00,-3.1392000000e+00,4.5008622950e+00,-3.1293900000e+00,4.7038950000e-03
320,3.2000000000e-01,4.4930093900e+00,-3.1490100000e+00,4.4977280000e+00,-3.1392000000e+00,4.7186100000e-03
321,3.2100000000e-01,4.4898505700e+00,-3.1588200000e+00,4.4945838950e+00,-3.1490100000e+00,4.7333250000e-03
322,3.2200000000e-01,4.4866819400e+00,-3.1686300000e+00,4.4914299800e+00,-3.1588200000e+00,4.7480400000e-03
323,3.2300000000e-01,4.4835035000e+00,-3.1784400000e+00,4.4882662550e+00,-3.1686300000e+00,4.7627550000e-03
324,3.2400000000e-01,4.4803152500e+00,-3.1882500000e+00,4.4850927200e+00,-3.1784400000e+00,4.7774700000e-03
325,3.2500000000e-01,4.4771171900e+00,-3.1980600000e+00,4.4819093750e+00,-3.1882500000e+00,4.7921850000e-03
326,3.2600000000e-01,4.4739093200e+00,-3.2078700000e+00,4.4787162200e+00,-3.1980600000e+00,4.8069000000e-03
327,3.2700000000e-01,4.4706916400e+00,-3.2176800000e+00,4.4755132550e+00,-3.2078700000e+00,4.8216150000e-03
328,3.2800000000e-01,4.4674641500e+00,-3.2274900000e+00,4.4723004800e+00,-3.2176800000e+00,4.8363300000e-03
329,3.2900000000e-01,4.4642268500e+00,-3.2373000000e+00,4.4690778950e+00,-3.2274900000e+00,4.8510450000e-03
330,3.3000000000e-01,4.4609797400e+00,-3.2471100000e+00,4.4658455000e+00,-3.2373000000e+00,4.8657600000e-03
331,3.3100000000e-01,4.4577228200e+00,-3.2569200000e+00,4.4626032950e+00,-3.2471100000e+00,4.8804750000e-03
332,3.3200000000e-01,4.4544560900e+00,-3.2667300000e+00,4.4593512800e+00,-3.2569200000e+00,4.8951900000e-03
333,3.3300000000e-01,4.4511795500e+00,-3.2765400000e+00,4.4560894550e+00,-3.2667300000e+00,4.9099050000e-03
334,3.3400000000e-01,4.4478932000e+00,-3.2863500000e+00,4.4528178200e+00,-3.2765400000e+00,4.9246200000e-03
335,3.3500000000e-01,4.4445970400e+00,-3.2961600000e+00,4.4495363750e+00,-3.2863500000e+00,4.9393350000e-03
336,3.3600000000e-01,4.4412910700e+00,-3.3059700000e+00,4.4462451200e+00,-3.2961600000e+00,4.9540500000e-03
337,3.3700000000e-01,4.4379752900e+00,-3.3157800000e+00,4.4429440550e+00,-3.3059700000e+00,4.9687650000e-03
338,3.3800000000e-01,4.4346497000e+00,-3.3255900000e+00,4.4396331800e+00,-3.3157800000e+00,4.9834800000e-03
339,3.3900000000e-01,4.4313143000e+00,-3.3354000000e+00,4.4363124950e+00,-3.3255900000e+00,4.9981950000e-03
340,3.4000000000e-01,4.4279690900e+00,-3.3452100000e+00,4.4329820000e+00,-3.3354000000e+00,5.0129100000e-03
341,3.4100000000e-01,4.4246140700e+00,-3.3550200000e+00,4.4296416950e+00,-3.3452100000e+00,5.0276250000e-03
342,3.4200000000e-01,4.4212492400e+00,-3.3648300000e+00,4.4262915800e+00,-3.3550200000e+00,5.0423400000e-03
343,3.4300000000e-01,4.4178746000e+00,-3.3746400000e+00,4.4229316550e+00,-3.3648300000e+00,5.0570550000e-03
344,3.4400000000e-01,4.4144901500e+00,-3.3844500000e+00,4.4195619200e+00,-3.3746400000e+00,5.0717700000e-03
345,3.4500000000e-01,4.4110958900e+00,-3.3942600000e+00,4.4161823750e+00,-3.3844500000e+00,5.0864850000e-03
346,3.4600000000e-01,4.4076918200e+00,-3.4040700000e+00,4.4127930200e+00,-3.3942600000e+00,5.1012000000e-03
347,3.4700000000e-01,4.4042779400e+00,-3.4138800000e+00,4.4093938550e+00,-3.4040700000e+00,5.1159150000e-03
348,3.4800000000e-01,4.4008542500e+00,-3.4236900000e+00,4.4059848800e+00,-3.4138800000e+00,5.1306300000e-03
349,3.4900000000e-01,4.3974207500e+00,-3.4335000000e+00,4.4025660950e+00,-3.4236900000e+00,5.1453450000e-03
350,3.5000000000e-01,4.3939774400e+00,-3.4433100000e+00,4.3991375000e+00,-3.4335000000e+00,5.1600600000e-03
351,3.5100000000e-01,4.3905243200e+00,-3.4531200000e+00,4.3956990950e+00,-3.4433100000e+00,5.1747750000e-03
352,3.5200000000e-01,4.3870613900e+00,-3.4629300000e+00,4.3922508800e+00,-3.4531200000e+00,5.1894900000e-03
353,3.5300000000e-01,4.3835886500e+00,-3.4727400000e+00,4.3887928550e+00,-3.4629300000e+00,5.2042050000e-03
354,3.5400000000e-01,4.3801061000e+00,-3.4825500000e+00,4.3853250200e+00,-3.4727400000e+00,5.2189200000e-03
355,3.5500000000e-01,4.3766137400e+00,-3.4923600000e+00,4.3818473750e+00,-3.4825500000e+00,5.2336350000e-03
356,3.5600000000e-01,4.3731115700e+00,-3.5021700000e+00,4.3783599200e+00,-3.4923600000e+00,5.2483500000e-03
357,3.5700000000e-01,4.3695995900e+00,-3.5119800000e+00,4.3748626550e+00,-3.5021700000e+00,5.2630650000e-03
358,3.5800000000e-01,4.3660778000e+00,-3.5217900000e+00,4.3713555800e+00,-3.5119800000e+00,5.2777800000e-03
359,3.5900000000e-01,4.3625462000e+00,-3.5316000000e+00,4.3678386950e+00,-3.5217900000e+00,5.2924950000e-03
360,3.6000000000e-01,4.3590047900e+00,-3.5414100000e+00,4.3643120000e+00,-3.5316000000e+00,5.3072100000e-03
361,3.6100000000e-01,4.3554535700e+00,-3.5512200000e+00,4.3607754950e+00,-3.5414100000e+00,5.3219250000e-03
362,3.6200000000e-01,4.3518925400e+00,-3.5610300000e+00,4.3572291800e+00,-3.5512200000e+00,5.3366400000e-03
363,3.6300000000e-01,4.3483217000e+00,-3.5708400000e+00,4.3536730550e+00,-3.5610300000e+00,5.3513550000e-03
364,3.6400000000e-01,4.3447410500e+00,-3.5806500000e+00,4.3501071200e+00,-3.5708400000e+00,5.3660700000e-03
365,3.6500000000e-01,4.3411505900e+00,-3.5904600000e+00,4.3465313750e+00,-3.5806500000e+00,5.3807850000e-03
366,3.6600000000e-01,4.3375503200e+00,-3.6002700000e+00,4.3429458200e+00,-3.5904600000e+00,5.3955000000e-03
367,3.6700000000e-01,4.3339402400e+00,-3.6100800000e+00,4.3393504550e+00,-3.6002700000e+00,5.4102150000e-03
368,3.6800000000e-01,4.3303203500e+00,-3.6198900000e+00,4.3357452800e+00,-3.6100800000e+00,5.4249300000e-03
369,3.6900000000e-01,4.3266906500e+00,-3.6297000000e+00,4.3321302950e+00,-3.6198900000e+00,5.4396450000e-03
370,3.7000000000e-01,4.3230511400e+00,-3.6395100000e+00,4.3285055000e+00,-3.6297000000e+00,5.4543600000e-03
371,3.7100000000e-01,4.3194018200e+00,-3.6493200000e+00,4.3248708950e+00,-3.6395100000e+00,5.4690750000e-03
372,3.7200000000e-01,4.3157426900e+00,-3.6591300000e+00,4.3212264800e+00,-3.6493200000e+00,5.4837900000e-03
373,3.7300000000e-01,4.3120737500e+00,-3.6689400000e+00,4.3175722550e+00,-3.6591300000e+00,5.4985050000e-03
374,3.7400000000e-01,4.3083950000e+00,-3.6787500000e+00,4.3139082200e+00,-3.6689400000e+00,5.5132200000e-03
375,3.7500000000e-01,4.3047064400e+00,-3.6885600000e+00,4.3102343750e+00,-3.6787500000e+00,5.5279350000e-03
376,3.7600000000e-01,4.3010080700e+00,-3.6983700000e+00,4.3065507200e+00,-3.6885600000e+00,5.5426500000e-03
377,3.7700000000e-01,4.2972998900e+00,-3.7081800000e+00,4.3028572550e+00,-3.6983700000e+00,5.5573650000e-03
378,3.7800000000e-01,4.2935819000e+00,-3.7179900000e+00,4.2991539800e+00,-3.7081800000e+00,5.5720800000e-03
379,3.7900000000e-01,4.2898541000e+00,-3.7278000000e+00,4.2954408950e+00,-3.7179900000e+00,5.5867950000e-03
380,3.8000000000e-01,4.2861164900e+00,-3.7376100000e+00,4.2917180000e+00,-3.7278000000e+00,5.6015100000e-03
381,3.8100000000e-01,4.2823690700e+00,-3.7474200000e+00,4.2879852950e+00,-3.7376100000e+00,5.6162250000e-03
382,3.8200000000e-01,4.2786118400e+00,-3.7572300000e+00,4.2842427800e+00,-3.7474200000e+00,5.6309400000e-03
383,3.8300000000e-01,4.2748448000e+00,-3.7670400000e+00,4.2804904550e+00,-3.7572300000e+00,5.6456550000e-03
384,3.8400000000e-01,4.2710679500e+00,-3.7768500000e+00,4.2767283200e+00,-3.7670400000e+00,5.6603700000e-03
385,3.8500000000e-01,4.2672812900e+00,-3.7866600000e+00,4.2729563750e+00,-3.7768500000e+00,5.6750850000e-03
386,3.8600000000e-01,4.2634848200e+00,-3.7964700000e+00,4.2691746200e+00,-3.7866600000e+00,5.6898000000e-03
387,3.8700000000e-01,4.2596785400e+00,-3.8062800000e+00,4.2653830550e+00,-3.7964700000e+00,5.7045150000e-03
388,3.8800000000e-01,4.2558624500e+00,-3.8160900000e+00,4.2615816800e+00,-3.8062800000e+00,5.7192300000e-03
389,3.8900000000e-01,4.2520365500e+00,-3.8259000000e+00,4.2577704950e+00,-3.8160900000e+00,5.7339450000e-03
390,3.9000000000e-01,4.2482008400e+00,-3.8357100000e+00,4.2539495000e+00,-3.8259000000e+00,5.7486600000e-03
391,3.9100000000e-01,4.2443553200e+00,-3.8455200000e+00,4.2501186950e+00,-3.8357100000e+00,5.7633750000e-03
392,3.9200000000e-01,4.2404999900e+00,-3.8553300000e+00,4.2462780800e+00,-3.8455200000e+00,5.7780900000e-03
393,3.9300000000e-01,4.2366348500e+00,-3.8651400000e+00,4.2424276550e+00,-3.8553300000e+00,5.7928050000e-03
394,3.9400000000e-01,4.2327599000e+00,-3.8749500000e+00,4.2385674200e+00,-3.8651400000e+00,5.8075200000e-03
395,3.9500000000e-01,4.2288751400e+00,-3.8847600000e+00,4.2346973750e+00,-3.8749500000e+00,5.8222350000e-03
396,3.9600000000e-01,4.2249805700e+00,-3.8945700000e+00,4.2308175200e+00,-3.8847600000e+00,5.8369500000e-03
397,3.9700000000e-01,4.2210761900e+00,-3.9043800000e+00,4.2269278550e+00,-3.8945700000e+00,5.8516650000e-03
398,3.9800000000e-01,4.2171620000e+00,-3.9141900000e+00,4.2230283800e+00,-3.9043800000e+00,5.8663800000e-03
399,3.9900000000e-01,4.2132380000e+00,-3.9240000000e+00,4.2191190950e+00,-3.9141900000e+00,5.8810950000e-03
